MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21902018,1595000,85750,-110.843.481,32.299.534,0.86,15324.8,2000,5,6,6938,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",3,"Carpet, Concrete, Laminate, Natural Stone",33
21731602,1375000,85658,-111.053.886,32.481.265,2.53,20352.72,2006,4,6,5743,4,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",143
21911822,1900000,85718,-110.927.652,32.294.339,02.09,12326,1993,4,4,5022,3,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Butler, Prep Sink, Refrigerator, Appliance Color: Stainless",4,"Carpet, Ceramic Tile, Concrete",5
21528436,1500000,85658,-111.061.766,32.466.472,02.06,15711.3,2007,3,4,3670,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",143
21807664,1500000,85718,-110.944.077,32.340.547,0.94,3810.61,2017,4,6,5335,3,"Dishwasher, Double Sink, Gas Range, Island, Refrigerator, Countertops: Granite",3,"Natural Stone, Wood",157.33
21425219,1550000,85658,-111.095.519,32.471.308,0.47,13138,2008,4,5,4648,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",550
21325799,1550000,85658,-111.086.475,32.467.426,0.71,14036.42,2009,4,5,4207,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",129
21419211,1350000,85750,-110.839.258,32.325.702,1.1,14634,1998,5,6,6756,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Natural Stone, Wood",117
21500569,1600000,85718,-110.912.566,32.291.761,1.44,6122.64,2014,4,6,4934,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",194
21219636,1650000,85718,-110.943.145,32.350.142,0.99,19416.38,2009,5,6,5870,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Other",171
21814007,1695000,85742,-111.034.883,32.441.422,4.58,19488.82,2004,6,6,6923,15,"Dishwasher, Double Sink, Garbage Disposal, Indoor Grill, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless",5,Natural Stone,None
21815257,169000,85648,-110.918.513,31.451.945,0.52,80.83,2018,4,3,1700,2,None,0,Ceramic Tile,None
21809568,1550000,85718,-110.915.078,32.342.356,1.81,21135.51,2004,4,5,5644,4,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Other, Countertops: Granite, Microwave: Microwave, Oven: Wolf",5,"Carpet, Natural Stone, Wood",273
21423202,1400000,85718,-110.943.676,3.234.812,1.15,20300,2004,4,6,6962,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",162
21622810,1475000,85658,-111.085.879,32.468.366,2.1,17730.25,2009,4,5,4406,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",130
21908703,1630000,85718,-11.094.421,32.349.232,1.35,14424,2008,4,5,5204,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: Wolf",5,Natural Stone,169
21221501,1769386,85658,-111.102.623,32.468.456,0.4,845.18,2012,3,4,3276,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Natural Stone",550
21221631,1450000,85658,-111.093.659,32.472.548,0.55,1286.59,2012,3,4,3276,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21629871,1657019,85658,-111.093.129,3.247.211,0.63,1930.59,2017,3,3,2900,3,"Dishwasher, Freezer, Garbage Disposal",2,Natural Stone,550
21400296,1485000,85718,-110.881.172,32.333.711,01.07,14819.95,1989,5,9,7308,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Ceramic Tile, Natural Stone, Wood",131
21413519,1525000,85718,-110.957.357,32.354.401,6.12,16127.76,1998,7,7,7294,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Concrete, Natural Stone, Wood",5
21615059,1200000,85750,-110.842.117,32.275.107,8.8,12946.09,1954,7,11,10417,0,"Dishwasher, Garbage Disposal, Microwave, Oven",5,"Carpet, Mexican Tile, Wood",0
21213023,1500000,85658,-111.086.385,32.467.815,0.62,14556.34,2007,4,5,3908,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",134
21315349,1600000,85755,-111.002.814,3.247.197,1.28,21011.08,2008,4,6,7876,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,153
21326003,1550000,85718,-110.917.949,32.295.303,2.88,14081,1995,5,7,6166,5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",7,"Carpet, Mexican Tile, Wood",134
21704716,1500000,85716,-110.922.493,3.221.793,1.74,6894.51,1928,7,8,6481,3,"Compactor, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Pantry: Butler, Refrigerator, Warming Drawer, Countertops: Maole",3,"Concrete, Mexican Tile, Wood",None
21725756,1435000,85750,-110.844.659,3.232.777,0.8,19537,1999,4,5,5049,3,"Dishwasher, Garbage Disposal, Refrigerator",3,"Carpet, Natural Stone",142
21803903,1500000,85701,-110.971.896,32.212.947,0.38,3296.75,1900,4,4,4572,0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Countertops: wood, Oven: vintage",2,"Concrete, Mexican Tile, Wood, Other: concrete tile",None
21806396,1585000,85750,-110.844.983,32.298.414,1.53,16832.76,2004,5,5,6430,5,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Quartzite",4,"Carpet, Natural Stone, Wood",33
21911769,1525000,85658,-111.053.614,32.479.607,1.4,17213.59,2007,5,5,4551,3,"Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Other, Countertops: Quartz",3,"Carpet, Natural Stone",148
21528371,1550000,85750,-110.864.255,32.330.365,1.42,9710.52,1996,3,4,4316,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",211
21206099,1525000,85658,-111.043.019,32.444.937,3.3,18553.91,2008,3,4,5180,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",0
21207587,1210520,85658,-111.101.588,32.468.488,0.33,1412.75,0,4,5,3334,2,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",550
21831979,1557864,85658,-111.101.013,32.468.663,0.36,2137.59,2019,3,4,3276,2,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator",2,"Natural Stone, Wood",None
21300493,1625000,85750,-110.864.255,32.330.368,1.42,8349,1996,3,4,4316,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",1,"Carpet, Natural Stone",203
21629102,1780313,85658,-11.109.678,32.469.994,0.45,2322.21,2017,3,4,3300,3,"Compactor, Dishwasher, Refrigerator",1,"Carpet, Natural Stone, Wood",550
21221516,1697215,85658,-111.102.513,32.469.164,0.29,845.18,2012,2,3,3009,2,"Garbage Disposal, Refrigerator, Oven",1,"Natural Stone, Wood",550
21527076,1450000,85755,-110.993.147,32.465.432,01.05,4706.41,2014,3,4,4360,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",167
21618147,1600000,85718,-110.925.227,3.228.362,2.14,4918.41,2016,5,6,5610,4,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Natural Stone",190
21201010,1525000,85718,-110.877.432,32.330.542,1,4298,2011,5,5,5550,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",4,"Carpet, Natural Stone",145
21804867,1900000,85718,-110.928.038,32.339.499,4.21,15042.5,1981,4,3,5138,5,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Island, Lazy Susan, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Graniet",4,"Carpet, Ceramic Tile",83.33
21506725,1450000,85718,-110.949.729,32.346.519,1.53,16658,2010,4,5,5578,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",169
21623881,1500000,85755,-110.997.108,3.246.781,1,15822.49,2009,3,4,4554,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",194
21703314,1400000,85718,-110.915.818,32.332.931,1.31,8360,1983,6,4,4438,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Ceramic Tile, Wood",63
21824879,1480000,85718,-110.946.791,32.350.271,1,7514,2014,4,5,4676,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Countertops: Granite, Microwave: Microwave, Oven: Oven",2,"Laminate, Wood, Other: Porcelain Tile",None
21205975,1570000,85718,-110.921.711,32.290.895,1.95,16063.45,2006,4,5,5074,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",193
21216789,1495000,85716,-110.922.995,32.224.182,0,5747.29,1968,6,6,4620,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Mexican Tile,0
21227579,1600000,85718,-110.919.982,32.284.922,3.5,23378.3,2005,5,6,6237,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone",194
21704013,1500000,85718,-110.941.131,32.348.115,0.95,16117.98,2002,3,5,5515,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,157
21801020,1405000,85750,-110.845.797,32.329.686,1.23,21239.25,2002,3,4,4247,3,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite",1,"Carpet, Concrete",177.34
21727569,1500000,85658,-111.047.851,32.480.482,2.6,13634.04,2009,3,4,3678,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3,Other: Quartzite,148
21730863,1550000,85718,-110.946.908,32.348.191,1.12,15969,2005,4,5,4630,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: YES",3,"Carpet, Natural Stone",169
21827610,1575000,85658,-111.095.814,324.711,0.46,21310.94,2008,5,6,5410,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Double",6,"Natural Stone, Wood",550
21908481,1549000,85658,-111.094.924,32.471.745,0.48,1989.9,2019,3,4,3276,3,"Dishwasher, Garbage Disposal, Island, Refrigerator",1,"Carpet, Natural Stone, Wood",550
21916143,1560000,85719,-110.942.252,32.229.421,0.3,14579.27,2015,5,5,4523,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Undercabinet",2,"Natural Stone, Wood",None
21921483,1565000,85715,-110.862.571,32.262.206,0.66,11905.22,2011,6,6,5367,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Countertops: granite, Microwave: yes, Oven: yes",2,"Carpet, Natural Stone",57
21509033,1593000,85658,-111.096.117,32.470.886,0.44,1609.59,2016,3,4,3276,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
21613401,1500000,85718,-11.094.247,32.295.386,6.64,19337.24,1936,5,6,7282,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Concrete, Natural Stone",0
21208614,1475000,85749,-110.723.003,32.270.111,60.52,25550.03,1977,5,5,5899,5,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,Concrete,0
21130273,1400000,85718,-110.930.795,32.340.837,0.89,14581.28,2005,5,6,5158,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",115
21628010,1550000,85715,-110.857.251,3.225.594,1.87,11204.62,1981,6,6,7542,6,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",5,"Carpet, Natural Stone, Wood",48
21328054,1287500,85755,-11.099.579,32.467.311,4.12,6870.79,1984,4,4,4862,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Concrete, Natural Stone, Wood",166
21729934,1500000,85755,-110.963.547,3.247.388,1.53,11380.56,2006,3,3,3752,2,"Compactor, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Concrete, Microwave: Stainless",3,Concrete,184
21801629,1436000,85715,-110.852.195,32.257.053,0.67,10813.1,1953,5,5,6011,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite/Slate, Oven: GE Monogram",4,"Carpet, Natural Stone, Wood",48
21825040,1512000,85718,-110.945.895,32.347.382,1.2,15504,2004,4,5,5701,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless",3,Natural Stone,164
21704435,1485000,85658,-11.106.241,32.469.037,1.54,23550.23,2003,3,5,6056,3,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless",4,"Carpet, Natural Stone, Wood",148
21624122,1547664,85719,-110.934.183,32.244.512,0.2,0,2016,2,3,3346,3,"Dishwasher, Garbage Disposal, Refrigerator",1,"Carpet, Natural Stone",125
21429614,1560000,85718,-110.912.096,32.292.301,1.54,12230.81,1992,5,7,6151,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",216
21320793,1400000,85641,-11.075.778,31.923.188,77.2,11583.2,1922,4,6,5936,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",7,"Concrete, Mexican Tile, Wood",0
21201152,1500000,85718,-110.939.422,32.348.715,2.41,16130,2009,4,6,4572,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,195
21720225,1300000,85718,-110.931.254,32.298.864,6.12,17117.92,1952,6,5,7336,2,"Compactor, Dishwasher, Freezer, Garbage Disposal, Pantry: Butler, Refrigerator, Appliance Color: White",3,"Carpet, Mexican Tile, Natural Stone",0
21808696,1453000,85750,-110.839.622,32.329.107,1.86,18968.92,2007,5,5,5137,3,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3,"Carpet, Natural Stone, Wood",106
21416654,1350000,85715,-11.085.954,32.262.887,1.17,8506.36,1968,4,5,4801,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Mexican Tile, Wood",48
21725636,1500000,85718,-110.945.973,3.234.908,01.03,12808.81,2011,4,5,4368,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: STONE, Microwave: STAINLESS, Oven: STAINELSS",2,"Natural Stone, Wood",168
21921894,1525000,85718,-110.923.607,32.316.525,01.08,12806.44,2002,5,5,5489,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",3,"Carpet, Natural Stone, Wood",214
21224368,1490000,85718,-110.945.216,32.343.648,1.75,12685,2005,4,5,4782,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",238
21300182,1510000,85718,-110.942.054,32.343.897,1.16,10808.57,2001,4,4,4387,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",158
21723687,1541800,85755,-11.097.364,32.463.057,3.87,11.75,2018,4,5,4055,3,"Dishwasher, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Countertops: Granite, Microwave: Kitchen Aid, Oven: Kitchen Aid",1,Other: Porcelyn,212.88
21509036,1550000,85658,-111.095.236,32.471.535,0.45,1609.59,2015,3,4,3362,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
21319473,1447510,85749,-11.076.026,32.303.051,4.5,10828.42,2006,4,6,6472,5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Mexican Tile,105
21326359,1350000,85718,-110.955.983,32.354.498,6.5,17777.6,2006,6,5,6755,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Wood",4
21500702,1460000,85718,-110.911.074,3.233.693,0.96,9673,2005,4,4,5876,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood, Other",57
21723688,1501313,85755,-110.984.149,32.462.969,0.32,900.22,2017,3,4,2880,3,"Dishwasher, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Wet Bar",1,Ceramic Tile,195
21328204,1500000,85749,-110.719.318,32.269.934,3.58,6564.33,2003,4,4,4645,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",30
21411901,1425000,85742,-111.028.678,32.367.553,3.35,10882,2008,5,7,6196,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",150
21502505,1325000,85749,-110.694.079,32.243.765,20,8892,1991,5,4,4914,5,"Dishwasher, Refrigerator, Microwave, Oven",3,Ceramic Tile,19
21533172,1500000,85749,-110.807.227,32.253.116,16.99,14074,1959,7,7,5674,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",0
21125313,1100000,85755,-110.992.897,32.461.571,1.39,19156,2001,4,4,5164,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",153
21204398,1262500,85718,-110.926.187,32.295.751,1,9066.64,2007,4,5,4556,3,"Dishwasher, Refrigerator, Oven",2,Concrete,0
21630252,1150000,85749,-110.718.155,32.279.066,11.49,10716,2007,4,5,4330,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Wood, Other",0
21800167,1400000,85718,-110.889.886,32.328.108,1.2,11063.08,2001,4,5,5077,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Island, Refrigerator, Warming Drawer",2,"Carpet, Ceramic Tile, Concrete, Wood",258
21724288,1575042,85658,-111.095.457,32.467.996,0.48,500,2017,3,3,3200,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar",2,Other: Tile,550
21825750,1258000,85749,-110.695.649,32.257.399,39.1,18049.75,1996,6,5,5280,6,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator, Microwave: Microwave",6,"Carpet, Mexican Tile",0
21827487,1450000,85718,-110.879.625,32.326.003,1.15,4739.6,2018,4,5,3315,3,"Dishwasher, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",1,Other: Porcelain Tile,258
21901330,1475000,85750,-110.812.082,32.270.944,18.57,13395.54,1970,5,7,6939,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar, Countertops: corrian",6,"Carpet, Ceramic Tile, Concrete",0
21528700,1450000,85718,-110.923.416,3.228.454,2,13482.84,2008,4,6,5701,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",194
21513615,1260000,85749,-1.107.544,32.240.186,11.44,11458,2005,6,5,5718,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Ceramic Tile, Concrete, Natural Stone, Wood",0
21629809,1412500,85755,-110.993.478,32.462.181,0.91,13425.2,2006,3,6,4314,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",194
21312619,1390000,85718,-11.093.843,32.340.463,1.2,12916.54,2006,3,4,4737,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Other",160
21726360,1450000,85750,-11.084.004,32.319.159,0.7,16519,1996,4,6,6850,3,"Dishwasher, Gas Range, Refrigerator, Countertops: Granite",3,"Carpet, Natural Stone, Wood",142
21831697,1500000,85750,-110.837.233,32.316.392,0.84,13503.21,2001,4,5,5239,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Microwave: .",3,"Natural Stone, Wood",142
